ACCESSION: FFF00288
RECORD_TITLE: Oseltamivir acid; LC-APPI-QQ; MS2; CE40; [M+H]+
DATE: 2016.01.19 (Created 2011.04.26)
AUTHORS: Atsushi Yamamoto
  170.699997 1350.500000 1
  170.899994 1350.500000 1
  171.100006 2701.000000 1
  171.500000 1350.500000 1
  172.199997 1350.500000 1
  172.899994 1350.500000 1
  173.300003 1350.500000 1
  175.100006 1350.500000 1
  176.800003 2701.000000 1
  177.150002 2701.000000 1
  177.600001 4051.500000 1
  179.066667 32412.000000 3
  180.056945 194472.000000 17
  181.200002 4051.500000 1
  181.899994 2701.000000 1
  182.100006 1350.500000 1
  182.449997 2701.000000 1
  183.800003 1350.500000 1
  184.100006 1350.500000 1
  185.800003 1350.500000 1
  187.100006 1350.500000 1
  187.399994 1350.500000 1
  188.100006 1350.500000 1
  189.199997 1350.500000 1
  190.399994 1350.500000 1
  191.250000 2701.000000 1
  192.500000 1350.500000 1
  192.800003 1350.500000 1
  193.800003 1350.500000 1
  195.100006 1350.500000 1
  195.699997 1350.500000 1
  196.399994 1350.500000 1
  198.138889 243090.000000 21
  200.800003 4051.500000 1
  201.100006 1350.500000 1
  201.800003 1350.500000 1
  202.500000 1350.500000 1
  207.000000 2701.000000 1
  208.699997 1350.500000 1
  209.899994 1350.500000 1
  212.199997 1350.500000 1
  214.100006 1350.500000 1
  215.000000 8103.000000 1
  216.300003 1350.500000 1
  219.800003 1350.500000 1
  223.000000 1350.500000 1
  225.150002 2701.000000 1
  225.399994 1350.500000 1
  225.899994 2701.000000 1
  226.299995 5402.000000 1
  227.100006 1350.500000 1
  228.399994 2701.000000 1
  229.100006 4051.500000 1
  229.399994 1350.500000 1
  229.899994 1350.500000 1
  232.100006 10804.000000 1
  238.199997 1350.500000 1
  238.500000 1350.500000 1
  238.800003 1350.500000 1
  239.100006 2701.000000 1
  239.500000 1350.500000 1
  240.199997 1350.500000 1
  241.199997 1350.500000 1
  241.449997 2701.000000 1
  241.899994 1350.500000 1
  252.000000 1350.500000 1
  252.899994 1350.500000 1
  253.100006 1350.500000 1
  253.399994 1350.500000 1
  255.100001 4051.500000 1
  257.000000 4051.500000 1
  257.399994 1350.500000 1
  268.100006 1350.500000 1
  268.299988 1350.500000 1
  269.399994 1350.500000 1
  270.449997 2701.000000 1
  284.899994 1350.500000 1
  285.200002 4051.500000 1
  285.500000 2701.000000 1
//
